"luisa_nuts2","year","Arable","Pastures","PermanentCrops"
"ES42","2040",2762344.42513792,1923256.88508631,943175.770373435
"ES42","2045",2607863.96653964,1947521.28052641,1058813.46469851
"ES43","2050",513598.580189488,1203567.25145822,464550.878577998
"ES43","2020",698967.982549153,1317799.51236183,318206.657386488
"ES43","2025",682016.583181301,1305923.97738451,322453.099302284
"ES43","2030",665065.183813449,1294048.44240719,326699.54121808
"ES43","2035",647953.852224114,1271744.37662537,335287.381589018
"ES43","2040",630842.520634779,1249440.31084354,343875.221959957
"ES43","2045",572220.550412134,1226503.78115088,404213.050268977
"ES51","2050",356705.480388878,346007.146671812,304309.382820321
"ES51","2020",576595.697721905,404140.840919908,222296.990086946
"ES51","2025",555534.833622209,387045.755421276,231271.85750938
"ES51","2030",534473.969522512,369950.669922643,240246.724931814
"ES51","2035",506736.212983172,357101.187050128,241419.942412474
"ES51","2040",478998.456443831,344251.704177614,242593.159893134
"ES51","2045",417851.968416355,345129.425424713,273451.271356727
"ES52","2050",146100.789784899,281918.298391234,524102.002895181
"ES52","2020",258266.436661408,402489.34888282,470960.840428987
"ES52","2025",234153.078725794,389752.87706406,485160.306866667
"ES52","2030",210039.72079018,377016.405245299,499359.773304347
"ES52","2035",196950.531519083,355906.75079709,497033.424691358
"ES52","2040",183861.342247986,334797.096348882,494707.07607837
"ES52","2045",164981.066016443,308357.697370058,509404.539486775
"ES53","2050",97195.2607085524,47458.5336130844,60683.2883795351
"ES53","2020",139465.810420012,58260.7718941162,41823.3396733273
"ES53","2025",136041.147113055,55618.5947950174,43969.8179488555
"ES53","2030",132616.483806097,52976.4176959186,46116.2962243836
"ES53","2035",130531.825240753,49445.5863318833,45469.5725213017
"ES53","2040",128447.16667541,45914.754967848,44822.8488182198
"ES53","2045",112821.213691981,46686.6442904662,52753.0685988775
"ES61","2050",1336184.86650751,1812311.67878836,2312004.29468403
"ES61","2020",1796594.12895465,1776959.56669317,1894921.896644
"ES61","2025",1726883.52969771,1793804.39835774,1956405.2686932
"ES61","2030",1657172.93044077,1810649.2300223,2017888.64074241
"ES61","2035",1617919.01481468,1801592.75782927,2045366.38434345
"ES61","2040",1578665.09918859,1792536.28563625,2072844.1279445
"ES61","2045",1457424.98284805,1802423.9822123,2192424.21131427
"ES62","2050",217635.148041482,169533.593217916,327107.165549246
"ES62","2020",339078.851747385,219183.096240831,190794.25191139
"ES62","2025",308510.410389772,213740.151936779,222366.065958451
"ES62","2030",277941.969032159,208297.207632726,253937.880005511
"ES62","2035",267842.559789921,200518.232599143,264101.888375588
"ES62","2040",257743.150547683,192739.25756556,274265.896745666
"ES62","2045",237689.149294583,181136.425391738,300686.531147456
"ES70","2050",24217.1017208344,181109.171197599,27421.0595313142
"ES70","2020",45528.9668506927,207808.108039668,16214.0408052033
"ES70","2025",39177.2021568842,207148.963936946,18102.2407264031
"ES70","2030",32825.4374630758,206489.819834224,19990.4406476028
"ES70","2035",30361.8855828287,201425.585771994,20745.0326772706
"ES70","2040",27898.3337025815,196361.351709763,21499.6247069383
"ES70","2045",26057.717711708,188735.261453681,24460.3421191263
