"luisa_nuts2","year","Arable","Pastures","PermanentCrops"
"FR24","2025",2163460.64124323,234672.807036247,55612.8721438897
"FR24","2030",2149677.55613168,223018.934200071,55803.5773517758
"FR24","2035",2117956.08311679,223964.889670268,59221.5131750284
"FR24","2040",2086234.6101019,224910.845140465,62639.448998281
"FR24","2045",2051809.78011261,227908.182990879,68413.8708861957
"FR25","2050",584881.191191188,729514.902863529,13406.4688315343
"FR25","2020",615387.672039172,731235.317585533,669.093615350824
"FR25","2025",613024.447393751,730704.883710586,610.207877628647
"FR25","2030",610661.222748329,730174.449835639,551.32213990647
"FR25","2035",605407.612338703,730111.807083442,2566.98936831636
"FR25","2040",600154.001929077,730049.164331246,4582.65659672624
"FR25","2045",592517.596560132,729782.033597387,8994.56271413029
"FR26","2050",895524.52705003,729126.510030305,49690.3628676056
"FR26","2020",990131.785373223,778948.10719129,42514.050196645
"FR26","2025",978653.419782264,770064.048107783,41515.3753160475
"FR26","2030",967175.054191304,761179.989024277,40516.70043545
"FR26","2035",949242.854589152,753243.160705111,41910.5614553762
"FR26","2040",931310.654986999,745306.332385945,43304.4224753024
"FR26","2045",913417.591018514,737216.421208125,46497.392671454
"FR30","2050",670882.417960059,182966.194806969,14074.9898736984
"FR30","2020",707719.355339548,167445.161678614,9838.28469022341
"FR30","2025",705435.956234484,167566.561068013,9360.14342526204
"FR30","2030",703152.55712942,167687.960457412,8882.00216030067
"FR30","2035",696659.090657243,170671.565687828,9527.70817529086
"FR30","2040",690165.624185067,173655.170918244,10173.414190281
"FR30","2045",680524.021072563,178310.682862607,12124.2020319897
"FR41","2050",590793.898815418,389776.24797093,11133.3120777851
"FR41","2020",663968.051478677,429206.039932194,1368.63249048402
"FR41","2025",658331.39983423,418250.650801733,1228.39746867978
"FR41","2030",652694.748189783,407295.261671273,1088.16244687555
"FR41","2035",636518.517618201,403633.221097303,2654.66698656163
"FR41","2040",620342.287046619,399971.180523334,4221.17152624771
"FR41","2045",605568.092931019,394873.714247132,7677.24180201641
"FR42","2050",215727.751705932,74701.7983711364,8126.81283295992
"FR42","2020",238006.77698414,82793.0702169904,15974.6425187604
"FR42","2025",235314.681490482,80639.143257235,14576.1875429368
"FR42","2030",232622.585996823,78485.2162974796,13177.7325671131
"FR42","2035",228892.444273749,77084.764478676,11805.2377818349
"FR42","2040",225162.302550676,75684.3126598724,10432.7429965567
"FR42","2045",220445.027128304,75193.0555155044,9279.77791475831
"FR43","2050",173765.388396982,457945.055022881,7200.74385320816
"FR43","2020",226682.343517686,477264.890070861,1528.79897504028
"FR43","2025",219214.273090345,474500.783737096,1339.23524180934
"FR43","2030",211746.202663004,471736.67740333,1149.67150857841
"FR43","2035",201362.137649193,469160.636702345,2048.45829438132
"FR43","2040",190978.072635382,466584.59600136,2947.24508018422
"FR43","2045",182371.730516182,462264.82551212,5073.99446669619
"FR51","2050",1684265.89865404,599714.412835766,58334.6305762836
"FR51","2020",1698447.30510219,626359.029444004,55466.0301037429
"FR51","2025",1706037.14005153,614564.638552723,53850.4313363787
"FR51","2030",1713626.97500087,602770.247661441,52234.8325690146
"FR51","2035",1707666.94787886,601392.330008954,52978.238024926
"FR51","2040",1701706.92075685,600014.412356468,53721.6434808374
"FR51","2045",1692986.40970544,599864.412596117,56028.1370285605
"FR52","2050",1582053.82586714,146249.427691719,41481.1254060336
"FR52","2020",1614898.98648166,192229.93469079,26593.4632760442
"FR52","2025",1615844.25566824,179674.426660941,26562.625322092
"FR52","2030",1616789.52485481,167118.918631092,26531.7873681398
"FR52","2035",1612533.59225888,158124.203274159,29057.959849381
"FR52","2040",1608277.65966294,149129.487917226,31584.1323306222
"FR52","2045",1595165.74276504,147689.457804473,36532.6288683279
"FR53","2050",1433738.25030024,211196.554324629,117052.081263458
"FR53","2020",1495045.13654046,214665.732898954,112194.640954897
"FR53","2025",1491044.14207898,211035.606056758,111108.156470582
"FR53","2030",1487043.1476175,207405.479214561,110021.671986266
"FR53","2035",1476104.18562887,207293.423250151,110405.037648491
"FR53","2040",1465165.22364024,207181.367285741,110788.403310717
"FR53","2045",1449451.73697024,209188.960805185,113920.242287087
"FR61","2050",763109.984527339,815148.700825181,128631.161384299
"FR61","2020",876341.57948364,846914.868873025,157743.845895834
"FR61","2025",866059.907831442,833291.389548146,153151.925713471
"FR61","2030",855778.236179243,819667.910223267,148560.005531108
"FR61","2035",832931.714207497,815758.155855079,144093.388974922
"FR61","2040",810085.192235751,811848.401486891,139626.772418736
"FR61","2045",786597.588381545,813498.551156036,134128.966901518
"FR62","2050",1351026.3335598,1398139.3570047,41227.7120970548
"FR62","2020",1553262.11566804,1361264.85305671,43899.7509357841
"FR62","2025",1525297.99547713,1367954.47922929,39213.5135035799
"FR62","2030",1497333.87528622,1374644.10540186,34527.2760713757
"FR62","2035",1463076.28419252,1380778.17034935,32838.0705089133
"FR62","2040",1428818.69309882,1386912.23529684,31148.8649464509
"FR62","2045",1389922.51332931,1392525.79615077,36188.2885217529
"FR63","2050",155827.560778657,701000.038757831,7957.08930262226
"FR63","2020",227903.25700916,691886.572232359,254.612549409576
"FR63","2025",216737.007070336,694577.726328384,229.710872905536
"FR63","2030",205570.757131513,697268.880424409,204.809196401496
"FR63","2035",193260.042313977,698607.226011586,1454.00076549383
"FR63","2040",180949.327496442,699945.571598763,2703.19233458615
"FR63","2045",168388.444137549,700472.805178297,5330.14081860421
"FR71","2050",423233.259811207,1400476.77718061,32390.7532423477
"FR71","2020",549426.543229608,1410007.02903732,42474.3678263232
"FR71","2025",528274.741297725,1410858.98127395,36926.6721243494
"FR71","2030",507122.939365842,1411710.93351058,31378.9764223756
"FR71","2035",486621.709175306,1407090.63102733,29924.8104232827
"FR71","2040",466120.47898477,1402470.32854408,28470.6444241899
"FR71","2045",444676.869397988,1401473.55286234,30430.6988332688
"FR72","2050",348894.037341343,1174159.26194516,14627.5276652005
"FR72","2020",432173.308069434,1163887.11495924,614.061541109283
"FR72","2025",419654.154123653,1167819.63747713,538.379099810049
"FR72","2030",407135.000177872,1171752.15999503,462.696658510815
"FR72","2035",392836.615242824,1173267.64504238,2731.30488816363
"FR72","2040",378538.230307775,1174783.13008973,4999.91311781645
"FR72","2045",363716.133824559,1174471.19601745,9813.72039150846
"FR81","2050",145704.288444084,1023682.56267345,89286.7647360253
"FR81","2020",213898.071730887,970232.028327706,191462.715609086
"FR81","2025",203876.599669322,986020.029464909,167996.576481792
"FR81","2030",193855.127607757,1001808.03060211,144530.437354498
"FR81","2035",183049.739979662,1008243.58747937,127953.921895339
"FR81","2040",172244.352351567,1014679.14435663,111377.406436181
"FR81","2045",158974.320397826,1019180.85351504,100332.085586103
"FR82","2050",97018.0520511058,1418557.49547769,25386.577642182
"FR82","2020",123216.76321892,1498924.57119258,43067.900835487
"FR82","2025",117003.63328518,1491025.40850137,38066.7737534083
"FR82","2030",110790.50335144,1483126.24581016,33065.6466713297
"FR82","2035",106165.283459812,1467611.8483052,30213.3770942209
"FR82","2040",101540.063568184,1452097.45080024,27361.1075171122
"FR82","2045",99279.0578096448,1435327.47313896,26373.8425796471
"FR83","2050",17135.6202275344,737314.113505946,19113.6538779891
"FR83","2020",25889.2903300473,739485.823528945,23807.8502693786
"FR83","2025",23795.898998537,740400.785048949,22365.2784931473
"FR83","2030",21702.5076670267,741315.746568952,20922.7067169159
"FR83","2035",20832.7595627782,740331.677490439,20186.2156568778
"FR83","2040",19963.0114585296,739347.608411927,19449.7245968398
"FR83","2045",18549.315843032,738330.860958936,19281.6892374144
